0,0.51852,0.51852,0.5,0.35185,0,0,0,0,0,0.66049,0.66049,0.66049,0.66049,0.66049,0.66049
0,0.35802,0.40741,0.5,0.37037,0,0,0,0,0,0.074074,0.074074,0.074074,0.074074,0.074074,0.074074
0,0.35802,0.2284,0.33333,0.37654,0,0,0,0,0,0.32716,0.32716,0.32716,0.32716,0.32716,0.32716
0,0.35185,0.35185,0.5,0.38889,0,0,0,0,0,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
0,0.35185,0.037037,0.5,0.40741,0,0,0,0,0,0,0,0,0,0,0
0,0.22222,0.21605,0.5,0.2037,0,0,0,0,0,0.32099,0.32099,0.32099,0.32099,0.32099,0.32099
0,0,0.037037,0.5,0.18519,0,0,0,0,0,0.12963,0.12963,0.12963,0.12963,0.12963,0.12963
0,0.51852,0.35802,0.5,0.51852,0,0,0,0,0,0.38272,0.38272,0.38272,0.38272,0.38272,0.38272
0,0.46914,0.48765,0.5,0.61111,0,0,0,0,0,0.9321,0.9321,0.9321,0.9321,0.9321,0.9321
0,0.22222,0.23457,0.5,0.2037,0,0,0,0,0,0.2963,0.2963,0.2963,0.2963,0.2963,0.2963
